date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:34:54	770/770	---M--	200	added ('OK')	text/plain	etag:%22c2986a362065ec2de87237d07f4b1865%22	https://brave.com/robots.txt		(from )
15:34:55	109589/109589	---MCZ	200	added ('OK')	text/html	etag:W/%22292f70b4e1106b60fa18a9cd3ce282e2%22	https://brave.com/download/	C:/My%20Web%20Sites/brave%202/brave.com/download/index.html	(from )
15:34:55	1353/1353	---MCZ	200	added ('OK')	application/javascript	etag:W/%223e394b2fa14c77be22b62bc25bb6f4c6%22	https://brave.com/static-assets/js/localize.min.js	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/js/localize.min.js	(from https://brave.com/download/)
15:34:55	676/676	---M--	200	added ('OK')	image/png	etag:%2233b37c508a2b47d8b1a517d60c7cdacb%22	https://brave.com/static-assets/images/brave-favicon.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/brave-favicon.png	(from https://brave.com/download/)
15:34:55	666/666	---M--	200	added ('OK')	image/png	etag:%225dfd75c988de59a627420322b8a127d3%22	https://brave.com/static-assets/images/cropped-brave_appicon_release-32x32.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/cropped-brave_appicon_release-32x32.png	(from https://brave.com/download/)
15:34:56	3701/3701	---M--	200	added ('OK')	image/png	etag:%22f9edd416409474f81c1b362686badce8%22	https://brave.com/static-assets/images/cropped-brave_appicon_release-192x192.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/cropped-brave_appicon_release-192x192.png	(from https://brave.com/download/)
15:34:56	3266/3266	---M--	200	added ('OK')	image/png	etag:%22097674feac254e00d7e608b3d038c663%22	https://brave.com/static-assets/images/cropped-brave_appicon_release-180x180.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/cropped-brave_appicon_release-180x180.png	(from https://brave.com/download/)
15:34:56	155111/155111	---MCZ	200	added ('OK')	text/css	etag:W/%2241c1e30b20b191289e90853035b47bac%22	https://brave.com/static-assets/css/main.en.min.css	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/css/main.en.min.css	(from https://brave.com/download/)
15:34:56	1163/1163	---MCZ	200	added ('OK')	text/css	etag:W/%225ce70f62e6154b2202673f94527218c7%22	https://brave.com/static-assets/css/fonts-latin.css	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/css/fonts-latin.css	(from https://brave.com/download/)
15:34:56	6392/6392	---MCZ	200	added ('OK')	text/css	etag:W/%22d2d837377b3300a44a18e5eb254b971e%22	https://brave.com/static-assets/css/noscript.min.css	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/css/noscript.min.css	(from https://brave.com/download/)
15:34:57	1039/1039	---MCZ	200	added ('OK')	application/javascript	etag:W/%228727bc4654ae4899ce8832317daa0814%22	https://brave.com/static-assets/js/is-browser.min.js	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/js/is-browser.min.js	(from https://brave.com/download/)
15:34:57	77429/77429	---M--	200	added ('OK')	image/png	etag:%229c87911a4ae02d1b11e59df26bbe0c2c%22	https://brave.com/static-assets/images/optimized/learn/images/secure-browser@2x.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/learn/images/secure-browser@2x.png	(from https://brave.com/download/)
15:34:57	26623/26623	---M--	200	added ('OK')	image/png	etag:%22542d3751fba6b8910405e6ca0fb10124%22	https://brave.com/static-assets/images/optimized/learn/images/private-browser@2x.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/learn/images/private-browser@2x.png	(from https://brave.com/download/)
15:34:57	21327/21327	---M--	200	added ('OK')	image/png	etag:%225d537e03e0d834897b6f1c2bd520cc96%22	https://brave.com/static-assets/images/optimized/learn/images/fastest-browser@2x.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/learn/images/fastest-browser@2x.png	(from https://brave.com/download/)
15:35:01	54141/54141	---M--	200	added ('OK')	image/jpeg	etag:%2235fdfedde2ae1e0050201894fd4de71c%22	https://brave.com/static-assets/images/optimized/1.37-release/images/featured.jpg	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/1.37-release/images/featured.jpg	(from https://brave.com/download/)
15:35:01	69185/69185	---M--	200	added ('OK')	image/png	etag:%22904393a1d0236c449f60ccb7237dae85%22	https://brave.com/static-assets/images/optimized/brave-ads/podcast/images/Logo-AvaLabs.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/brave-ads/podcast/images/Logo-AvaLabs.png	(from https://brave.com/download/)
15:35:01	13801/13801	---M--	200	added ('OK')	image/png	etag:%22f0b052c6cc1facd42bd19df240cecde6%22	https://brave.com/static-assets/images/optimized/brave-ads/podcast/images/logo-eToro.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/brave-ads/podcast/images/logo-eToro.png	(from https://brave.com/download/)
15:35:03	139163/139163	---M--	200	added ('OK')	image/png	etag:%228dd62061d4a8ea7557f934c874f27167%22	https://brave.com/static-assets/images/optimized/brave-ads/podcast/images/logo-Bitpay.png	C:/My%20Web%20Sites/brave%202/brave.com/static-assets/images/optimized/brave-ads/podcast/images/logo-Bitpay.png	(from https://brave.com/download/)
